epoch,train_loss,train_acc,val_loss,val_acc,time
1,0.5933284261204153,77.29116648729199,0.551192783084928,79.29342492639843,5.849971055984497
2,0.2958053574860417,89.49416342412451,0.577971583532671,78.77003598298985,2.7763030529022217
3,0.19392423081184837,92.8636476529514,0.6151972387910942,79.816813869807,2.9080638885498047
4,0.14939505571545883,94.64359632419902,0.6437958732008505,79.12986588158326,3.0518877506256104
5,0.11887392383468191,95.72812318900571,0.6783043559095927,78.93359502780504,2.725986957550049
6,0.1081240051693154,95.97648811987747,0.7118060081115064,78.47562970232254,2.670609951019287
